iso3,country,participation_rate,year,indicator,indicator.label,note_source.label
ARM,Armenia,61.52,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
ARM,Armenia,52.9443,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
ARM,Armenia,55.8946,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
ARM,Armenia,59.2,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 75 years old
ARM,Armenia,61.2,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 75 years old
ARM,Armenia,59.3875,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
ARM,Armenia,54.1082,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
ARM,Armenia,59.4176,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
ARM,Armenia,63.0214,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
ARM,Armenia,62.2924,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
ARM,Armenia,60.719,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
ARM,Armenia,60.8198,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
AUT,Austria,59.4299,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,58.8293,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,58.4351,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,58.8481,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,58.9859,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,58.7143,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,58.2375,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,58.9605,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,59.1519,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,57.2584,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,58.5583,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,59.0824,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,59.9362,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,60.173,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,60.445,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,60.396,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,60.4893,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,60.7628,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,60.9202,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,60.6941,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,60.7227,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,61.2074,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,61.2188,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AUT,Austria,61.3667,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
AZE,Azerbaijan,64.66,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Age coverage - minimum age: 16 years old
AZE,Azerbaijan,46.4,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
AZE,Azerbaijan,46.3,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
AZE,Azerbaijan,64.78,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,63.94,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,65.1,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,64.8,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,64.4,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,64.5,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,64.7,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,65.1,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,65.4,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,66,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,66.2,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Employment definition: Excluding own-use production workers | Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
AZE,Azerbaijan,66.3,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Employment definition: Excluding own-use production workers | Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts
BLR,Belarus,45.9,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
BLR,Belarus,58.67,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),NA
BLR,Belarus,82.1,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Age coverage - minimum age: 16 years old
BLR,Belarus,70.8,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding non-permanent residents | Institutional sector coverage: Private sector only | Age coverage - maximum age: 74 years old
BLR,Belarus,71.3,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents | Institutional sector coverage: Private sector only | Age coverage - maximum age: 74 years old
BEL,Belgium,50.5355,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,50.4081,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,50.5236,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,50.8522,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,51.9108,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,52.2927,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,50.8909,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,51.188,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,51.3478,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,52.0296,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.2994,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.1143,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.5928,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.6782,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.4728,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,54.0699,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.1986,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.2491,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.559,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.506,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.3095,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.1131,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,53.8363,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BEL,Belgium,54.1879,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BIH,Bosnia and Herzegovina,42.6678,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,43.4187,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,43.3642,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,43.175,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,44.1644,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,43.6567,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,43.7928,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,43.425,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,41.9052,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: ILO-STATISTICS - Micro data processing
BGR,Bulgaria,50.1806,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,51.3728,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,50.8212,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,49.922,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,50.5522,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,49.6889,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,51.2932,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,52.596,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,53.8083,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,53.0243,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,53.3939,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,52.5117,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,53.0791,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,53.9004,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,54.1428,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,54.0675,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,53.3313,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,55.3545,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
BGR,Bulgaria,55.3225,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,38.9,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Including armed forces and/or conscripts
HRV,Croatia,53.3,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Data reference period: March
HRV,Croatia,51.1746,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,50.2856,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,51.1526,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,49.6238,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,49.19,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,52.9287,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,53.1179,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,53.1156,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,52.5839,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,51.8377,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,51.3688,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,50.8414,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,52.3615,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,52.7301,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,51.3163,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,51.6069,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
HRV,Croatia,51.1873,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,62.53,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Population coverage: Excluding armed forces and/or conscripts
CYP,Cyprus,60.2797,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,61.6913,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,61.8637,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.1697,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.0355,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.1976,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.5384,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,64.3881,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,64.2065,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.7257,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,64.2715,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.7366,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.4273,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.2974,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,63.7491,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,62.2911,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,61.2595,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,61.6333,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CYP,Cyprus,62.396,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,61.508,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: OECD
CZE,Czech Republic,61.242,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: OECD
CZE,Czech Republic,60.693600000000004,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,60.5998,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,60.6106,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,60.0637,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.6377,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.4623,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.2348,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,58.9726,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.3778,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.267,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,58.7737,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,58.5025,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,58.6775,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,58.4417,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,58.2625,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,58.6402,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.2751,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.3096,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.4232,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,59.9189,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,60.2184,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,60.5612,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,64.6053,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.1956,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.4408,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.1787,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.8006,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.5358,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.1505,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.6382,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.4775,2003,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.9319,2004,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.6488,2005,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.9327,2006,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.7132,2007,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.9971,2008,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,65.3348,2009,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,64.3651,2010,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,63.9343,2011,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,63.1582,2012,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,62.3559,2013,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,62.1892,2014,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,62.2182,2015,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,63.5551,2016,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,62.2676,2017,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
DNK,Denmark,62.4914,2018,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,65.451,1995,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: OECD
EST,Estonia,64.731,1996,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: OECD
EST,Estonia,65.016,1997,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,60.0663,1998,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,58.615,1999,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,58.9338,2000,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,58.2371,2001,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
EST,Estonia,57.2163,2002,EAP_DWAP_NOC_RT,Labour force participation rate (%),Repository: Eurostat special tabulation
