iso3,country,employment_in_employers,year,indicator,indicator.label,note_source.label
BEL,Belgium,4.2,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.47,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.47,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.13,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.09,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.3,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.11,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.3,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.15,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,4.09,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BEL,Belgium,3.79,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,2.35,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.61,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.36,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.59,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.81,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.84,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.94,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,4.05,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.66,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.49,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.68,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.63,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.56,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.92,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.81,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.57,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.56,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.65,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BGR,Bulgaria,3.72,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
BIH,Bosnia and Herzegovina,5.1,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.81,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.99,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.25,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.88,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.32,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,5.02,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.58,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.01,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.33,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,5.17,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BIH,Bosnia and Herzegovina,4.92,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: ILO-STATISTICS - Micro data processing
BLR,Belarus,0.8,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Population coverage: Excluding non-permanent residents | Institutional sector coverage: Private sector only | Age coverage - maximum age: 74 years old
BLR,Belarus,0.89,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents | Institutional sector coverage: Private sector only | Age coverage - maximum age: 74 years old
BLR,Belarus,0.88,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents
CYP,Cyprus,6.15,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,6.5,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,5.65,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,5.73,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,6.45,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,7.39,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,6.34,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,6.09,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,5.55,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,5.15,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,4.73,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,4.53,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,4.1,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,4.04,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,3.7,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,2.32,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,1.81,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,2.09,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CYP,Cyprus,2.17,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.79,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),NA
CZE,Czech Republic,4.06,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),NA
CZE,Czech Republic,4.04,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.12,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.17,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.17,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.14,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.03,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.21,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.02,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.72,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.06,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.74,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.57,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.72,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.65,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.61,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.39,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.36,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.46,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.52,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.14,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.14,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.13,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5.12,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5.05,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5.08,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5.09,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5.11,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5.03,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5.02,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.96,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,5.17,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.91,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.88,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.84,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.77,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.83,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.86,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.77,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.76,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.72,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.64,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.62,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.43,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.36,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DEU,Germany,4.25,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,4.26,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.91,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.86,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,4.24,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,4.16,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,4.2,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,4.05,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,4.14,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,4.04,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.46,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.7,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,4,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.85,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.85,2008,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.94,2009,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.62,2010,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.64,2011,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.54,2012,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.45,2013,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.5,2014,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.54,2015,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.42,2016,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.11,2017,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
DNK,Denmark,3.16,2018,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,4.88,1995,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.2,1996,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.23,1997,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.19,1998,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,6,1999,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.63,2000,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.41,2001,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.17,2002,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.32,2003,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.36,2004,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.09,2005,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.36,2006,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
ESP,Spain,5.42,2007,EMP_TEER_NOC_RT,Share of employers in total employment (%),Repository: Eurostat special tabulation
